金线草	一串红
万寿菊花	金花菊
望江南子	金花豹子
苍耳七	金苦板
金果榄	金苦榄
罗锅底	金茨菇
荞麦七	金荞仁
苯菜	金莲几
苯菜	金莲子
万寿菊花	金菊
半边莲	金菊草
苦壶卢	金葫芦
矮脚苦蒿	金蒿枝
菊花	金蕊
金箔	金薄
金银花	金藤花
山海棠	金蝉脱壳
射干	金蝴蝶
黄瓜皮	金衣
望江南子	金角儿
望江南子	金角子
金环蛇	金角带
红木香	金谷香
山橘叶	金豆叶
金边龙舌兰	金边假菠萝
泥蛇	金边泥蛇
满山红	金达来
海金沙草	金金藤
冬菇	金针菇
金星草	金钏草
千里光	金钗草
五味草	金钩如意草
枳椇子	金钩子
钩藤	金钩藤
枳椇子	金钩钩
金钮扣	金钮头
菊花参	金钱参
七层楼	金钱吊胡须
绛梨木子	金钱子
金钱松叶	金钱松枝叶
土荆皮	金钱松皮
圆叶锦葵根	金钱根
苍耳七	金钱灯塔草
金钱草	金钱肺筋草
活血丹	金钱艾
旋覆花	金钱花
华金腰子	金钱苦叶草
虎耳草	金钱荷叶
旋覆花	金钱菊
冬菇	金钱菌
活血丹	金钱薄荷
铁马鞭	金钱藤
金钱白花蛇	金钱蛇
排钱草	金钱豹
通经草	金钱铜皮
牵牛子	金铃
短小蛇根草	金铃仔草
川楝子	金铃子
罗锅底	金银盆
莲生桂子花	金银花台
忍冬藤	金银花杆
忍冬藤	金银花藤
金银花露	金银露
灰藋	金锁天
虎杖	金锁王
金荞麦	金锁银开
花锚	金锚
鸡骨香	金锦枫
密陀僧	金陀僧
墨旱莲	金陵草
锦鸡儿根	金雀花根
球兰	金雪球
金箔	金页
仙鹤草	金顶龙芽
金丝梅	金香
穿心莲	金香草
算盘子	金骨风(广州部队
八角莲	金魁莲
聚藻	金鱼草
蝤蛑	金鲟
鱼狗	金鸟仔
鷩雉	金鸡
朱砂根	金鸡凉伞
珍珠菜	金鸡土下黄
肾蕨	金鸡孵蛋
商陆	金鸡母
翠云草	金鸡独立草
金鸡勒	金鸡纳
金鸡勒	金鸡纳皮
单条草	金鸡胆
烟草	金鸡脚下红
野牡丹	金鸡腿
半边莲	金鸡舌
万寿菊花	金鸡菊
千斤拔	金鸡落地
唢呐花	金鸡豇豆
草乌头	金鸦
锦鸡儿	金鹊花
木虾公	金黄泽
狗肝菜	金龙棒
矮脚苦蒿	金龙胆草
石上柏	金龙草
羊角拗	金龙角
罗锅底	金龟莲
伏龙肝	釜下土
百草霜	釜下墨
百草霜	釜始
百草霜	釜底墨
伏龙肝	釜月下土
百草霜	釜月中墨
百草霜	釜煤
百草霜	釜脐墨
（鱼令）鱼	鈴公
全蝎	銮
海鹞鱼	鋪毗鱼
马刀	鏖
虎刺	针上叶
牛西西	针刺酸模
佩兰	针尾凤
桑黄	针层孔菌
鱵鱼	针工鱼
鱵鱼	针扎鱼
毛草龙	针筒草
野油麻	针筒菜
草龙	针简草
心胆草	针线筒
眼子菜根	针耙七
鱵鱼	针鱼
落地金钱	钉地金钱
华山矾	钉地黄
刺楸树根	钉木树根
海桐皮	钉桐皮
刺楸树皮	钉皮
葫芦茶	钊板茶
吊兰	钓兰
怜木	钓茄子
钩藤	钓藤
钩藤	钓藤勾
钩藤	钓钩藤
锡	钙
菜豆树	钝刀树
走游草	钝叶小五爪金龙
钟乳石	钟乳
鹅管石	钟乳鹅管石
褐盖肉齿菌	钟馗
褐盖肉齿菌	钟馗菌
铁丝七	钢丝草
针砂	钢砂
铁	钢铁
女萎	钥匙藤
王瓜	钩
钩藤	钩丁
古山龙	钩影
王瓜	钩数
鼠尾粟	钩耜草
钩藤	钩耳
苦芙	钩芙
钩藤	钩藤钩子
土荆芥	钩虫草
鹧鸪	钩辑
鱼狗	钩鱼郎
鸱鹤	钩鹆
珠儿参	钮子七
羽叶三七	钮子三七
细芦子藤	钮子跌打
半边钱	钱凿草
排钱草	钱排草
车前草	钱贯草
穿山甲	钱鲤甲
焮麻	钱麻
活血丹	钹儿草
凤尾搜山虎	钻地蜈蚣
小通草根	钻地风根
地瓜藤	钻地龙
箭杆杨	钻天杨
广香藤	钻山风
小血藤	钻岩尖
假蒟子	钻骨风果
假蒟根	钻骨风根
苦地胆	铁丁镜
过坛龙	铁丝分筋
猪髻草	铁丝分金
铁丝灵仙	铁丝根
猪髻草	铁丝纽
通经草	铁丝蕨
朱砂根	铁伞
猪髻草	铁光棍
金盏银盘	铁凭帚
球兰	铁加杯
荸荠	铁勒脐
乌苏里瓦韦	铁包针
横经席	铁将军
大叶白纸扇	铁尺树
蓬子菜	铁尺草
铁落	铁屎
铁落	铁屑
半枫荷根	铁巴掌
醉鱼草	铁帚尾
石椒草	铁帚把
扁藤	铁带藤
青天葵	铁帽子
地肤子	铁扫把子
竹节蓼	铁扭边
黑骨头	铁散沙
石柑子	铁斑鸠
代赭石	铁朱
黑虎七	铁杆七
铁丝灵仙	铁杆威灵仙
大叶花椒	铁杆椒
铁扇子	铁杆猪毛七
金钟茵陈	铁杆茵陈
通经草	铁杆草
白牛胆根	铁杆香
千层塔	铁板草
铁箍散	铁板道
鸡血莲	铁板金
地蜂子	铁枕头
蜜桶花	铁林杆
苏铁叶	铁树叶
穿山龙	铁根薯
马牙半支	铁梗半支
跌破簕	铁梨木
万年青	铁棕榈
金线草根	铁棱角三七
苦地胆	铁灯台
灯心草	铁灯心
铁苋	铁灯碗
桑蠹虫	铁炮虫
九头狮子草	铁焊椒
铁棒锤	铁牛七
牛膝	铁牛膝
芒萁骨	铁狼萁
小贯众	铁狼鸡
瓜子金	铁甲草
金荞麦	铁石子
石刷把	铁石松
黄花夹竹桃	铁石榴
照山白	铁石茶
地蜂子	铁秤砣
野绿麻根	铁秤铊
地下明珠	铁秤锤
何首乌	铁称陀
蜡梅花	铁筷子花
糯米藤	铁箍蔓草
穿破石	铁篱根
铁精	铁精粉
向天蜈蚣	铁精草
醉鱼草	铁线尾
铁角凤尾草	铁线蕨
海金沙草	铁线藤
川层草	铁线路鸡
瓜子金	铁线风
地锦草	铁线马齿苋
萹蓄	铁绵草
矮脚罗伞	铁羊伞
白鼓	铁老鼠
淫羊藿	铁耙头
见血清	铁耙梳
仙鹤草	铁胡蜂
回心草	铁脚一把伞
九头狮子草	铁脚万年青
海金沙草	铁脚仙
粉背蕨	铁脚凤尾草
草威灵	铁脚威灵
木瓜	铁脚梨
岩春草	铁脚洞里仙
过坛龙	铁脚狼其
海金沙根	铁脚蜈蚣根
过坛龙	铁脚路其
凤尾草	铁脚鸡
夏枯草	铁色草
铁华粉	铁艳粉
糯米藤	铁节草
芒萁骨	铁芒萁
紫苏子	铁苏子
公鱼藤	铁草鞋
朱蕉	铁莲草
铁钉菜	铁菜
土大黄	铁蒲扇
野棉花	铁蒿
乌毛蕨贯众	铁蕨黑蕨猫
铁落	铁蛾
尾花细辛	铁螃蟹
铁锈	铁衣
蜣螂	铁角牛
枫香寄生	铁角狲儿
碗花草	铁贯藤
白叶藤	铁边
血党	铁郎伞
石斑木根	铁里木
一枝黄花	铁金拐
虎尾轮	铁金锏
针砂	铁针砂
瓜子金	铁钓竿
铁筷子	铁钢叉
地下明珠	铁钮子
广香藤	铁钻
胃友	铁铃胆
淫羊藿	铁铧口
鹅脚板	铁铲头
铁箍散	铁链子
锈钉子	铁锈根
锯齿王	铁锯齿
铁华粉	铁霜
狗爪樟皮	铁香樟
马鞭草	铁马莲
小篇蓄	铁马齿苋
扇子七	铁骨伞
金挖耳	铁骨消
通经草	铁骨草
过坛龙	铁鲁基
牛耳草	铁鹞子
益母草	铁麻干
沙参	铃儿参
浙江铃子香	铃子三七
罗勒	铃子香
徐长卿	铃柴胡
紫云菜	铃虫花
小无心菜	铃铃草
罗勒	铃铃香
莨菪叶	铃铛草
铅丹	铅华
铅霜	铅白霜
铅霜	铅糖
铅丹	铅黄
河豚	铈鱼
鳟鱼	铋
百草霜	铛墨
百草霜	铛底煤
狗牙根	铜丝金
胆矾	铜勒
鱵鱼	铜呪鱼
赤铜屑	铜屑
赤铜屑	铜末
铜脚威灵仙	铜灵仙
虾子花	铜皮树
狗舌草	铜盘一支香
赤铜屑	铜砂
赤铜屑	铜粉
黄姑鱼	铜罗鱼
岩椒草	铜脚一枝蒿
石椒草	铜脚地枝蒿
肿节风	铜脚灵仙
十三年花	铜色毛紫云菜
赤铜屑	铜花
防风	铜芸
赤铜屑	铜落
三颗针	铜针刺
菊花参	铜钱参
山橙	铜锣锤
黄姑鱼	铜鱼
铧尖草	铧口草
铧尖草	铧尖菜
糠谷老	铯谷
糠谷老	铯谷老
山猫儿	铰剪王
衣鱼	铰剪虫
土丁桂	银丝草
茅瓜	银丝莲
紫花络石	银丝藤
丁香蓼	银仙草
金丝藤仲	银光杜仲
肾经草	银兰
真藓	银叶真藓
大木通	银叶铁线莲
地核桃	银地匙
银柴胡	银夏柴胡
白果叶	银杏叶
白果根	银杏根
北沙参	银条参
银鱼	银条鱼
心胆草	银棉麻
管仲	银毛委陵菜
密陀僧	银池
银箔	银泊
消石	银消
密陀僧	银炉底
矩形叶鼠刺	银牙莲
吊竹梅	银白风眼草
麝香银皮	银皮
轻粉	银粉
云母	银精石
斑叶兰	银耳环
一匹绸	银背藤
银柴胡	银胡
望江青	银脚鹭鸶
金银花	银花
金银花子	银花子
水亚木	银花树
忍冬藤	银花秧
土丁桂	银花草
金银花露	银花露
茄子	银茄
人面子	银莲果
银箔	银薄
脆蛇	银蛇
广金钱草	银蹄草
北风草	银针七
小肺筋草	银针草
白鹇	银雉
银箔	银页
毛大丁草	银高杯
白鹇	银鸡
平地木	铺地凉伞
苦地胆	铺地娘
葛蕈	铺地开花
地态	铺地态
地态	铺地粘
地锦草	铺地红
大块瓦	铺地细辛
母草	铺地莲
过江龙	铺地虎
婆婆指甲菜	铺地黄
鸡眼草	铺地龙
盾果草	铺墙草
伸筋草	铺筋草
锁阳	锁严子
毛大丁草	锁地虎
黄锁梅根	锁梅根
笔筒草	锁眉草
水蓑衣	锁药
宜梧	锅底刺
百草霜	锅底墨
百草霜	锅底灰
腐巴	锅炙
百草霜	锅烟子
黑面叶	锅盖仔
海鹞鱼	锅盖鱼
锅焦	锅粑
粗叶耳草	锅老根
山蛩虫	锅耳朵
对叉疗药	锅铲叶
锈毛钝果寄生	锈毛寄生
锈毛白枪杆	锈毛白蜡树
锁阳	锈铁棒
笔筒草	锉刀草
锡叶藤	锡叶
睡菜	锡打
蓝锡莎菊	锡砂菊
铅粉	锡粉
脆蛇	锡蛇
夏枯草	锣锤草
落地金钱	锦地罗
茑萝松	锦屏封
莼	锦带
大黄	锦纹
大黄	锦纹大黄
苦瓜	锦荔枝
丽春花	锦被花
金鱼	锦鱼
鳜鱼	锦鳞鱼
斑鸠	锦鸠
鷩雉	锦鸡
白皮锦鸡儿花	锦鸡儿花
八仙草	锯子草
龙爪菜	锯菜
旱田草	锯镰草
旱田草	锯齿草
石灰	锻石
石胆草	镇心草
镰萼虾脊兰	镇腰带
锡	镦
笔筒草	镬盖草
铁	镭铁
鳞瓦韦	镰刀草
东方狗脊	镰叶狗脊
野苜蓿	镰荚苜蓿
商陆	长不老
荠苨	长叶沙参
牛抄藤	长叶海金沙
台湾榕	长叶牛奶树
蜈蚣草	长叶甘草蕨
乌口树	长叶白花灯笼
清酒缸	长叶粘巴草
雀翘	长叶荞麦草
毛稔	长叶金香炉
马齿苋	长命苋
马齿苋	长命菜
鯮鱼	长嘴
王孙	长孙
柽柳	长寿仙人柳
麦饭石	长寿石
马齿苋	长寿菜
剑叶耳草	长尾耳草
鸐雉	长尾野鸡
金盏草	长春草
金盏草	长春菊
岗松	长松
鸭嘴癀	长果母草
指天椒	长柄椒
苦壶卢	长柄茶壶卢
苦壶卢	长柄葫芦
长梗排草	长柄黄连花
红旱莲	长柱金丝桃
一年蓬	长毛草
粘人花	长波状叶山蚂蝗
理石	长理石
瓠子	长瓠
菊花根	长生
卷柏	长生不死草
落花生	长生果
千日红	长生花
韭菜	长生韭
天仙藤	长痧藤
朝鲜崖柏仁	长白侧柏仁
皂荚	长皂荚
皂荚	长皂角
淡竹叶	长竹叶
鸡翎草	长肉芽草
青蛙	长股
蜈蚣萍	长脚浮薄
露蜂房	长脚蜂窝
长春七	长虫七
柳叶菜	长角草
豇豆	长豆
雀翘	长野荞麦草
龙角草	长隔距兰
雪山林	长青草
小百部	门冬薯
鹿藿	门瘦
海鳗	门鳝
川层草	闭尺
夜关门	闭门草
古山龙	问更梅
山蛩虫	闷棒虫
狼毒	闷花头
虎皮草	闷鸡头
六轴子	闹羊花头
六轴子	闹羊花子
羊踯躅根	闹羊花根
灵香草	闹虫草
杠香藤	闹钩
云实根	阎王刺根
云实蛀虫	阎王刺虫
鮠鱼	阔口鱼
牛心朴	阔叶徐长卿
剪夏罗	阔叶鲤鱼胆
党参	防党参
蝙蝠藤	防已藤
醉鱼草	防痛树
淀海前胡	防葵
落马衣	防风草
醉鱼草	阳包树
杏叶防风	阳山臭
牛奶子	阳春子
石菖蒲	阳春雪
鹿梨	阳様
青丝龙	阳痧草
马铃薯	阳芋
蘘荷	阳藿
杜鹃	阳雀
锦鸡儿根	阳雀花根
锦鸡儿根	阳雀花根皮
黄精	阳雀颠
锦鸡儿	阳鹊花
大青盐	阴土盐
平地木	阴山红
慈竹气笋	阴慈竹笋子
菊花	阴成
碧桃干	阴桃子
爵床	阴牛郎
南瓜	阴瓜
青丝龙	阴痧草
慈竹气笋	阴笋子
玄精石	阴精石
蓬（藟）	阴（藟）
蛇根草	阴蛇风
叶上珠	阴证药
手掌参	阴阳参
半枫荷根	阴阳叶
扇子七	阴阳扇
虎杖	阴阳莲
红升麻	阴阳虎
马兰	阶前菊
窝儿七	阿儿七
鱣鱼	阿八儿忽鱼
瓜子藤	阿利藤
蔷薇露	阿刺吉
大金刀	阿加珍
婆罗门皂荚	阿勒勃
大蛇药	阿婆伞
黑及草	阿小根
一把伞	阿收鸡
鸡爪槭	阿斗先
荜茇	阿梨诃他
鸦片	阿片
野芫荽	阿瓦芫荽
狗尾草	阿罗汉草
鸦片	阿芙蓉
阿魏	阿虞
蛇头细辛	阿计欧
土碎补	阿里山水龙骨
苦白蹄	阿里红
无花果	阿驷
无花果	阿驿
密陀僧	陀僧
益母草	陀螺艾
乌头附子尖	附子尖
护心草	附心草
木通	附支
地龙	附蚓
蛞蝓	附蜗
花椒	陆拨
鹿耳翎	陆续消
玉蜀黍	陆谷
地下明珠	陈伤子
薅田藨	陈刺波
干冬菜	陈干菜
陈仓米	陈廪米
柑皮	陈柑皮
墨	陈玄
陈壶卢瓢	陈瓠壳
何首乌	陈知白
陈仓米	陈米
羊角草	陌上番椒
白降丹	降丹
华山矾	降痰王
降香	降真
降香	降真香
白降丹	降药
广香藤	降香藤
水绵	陟厘
钩吻	除辛
甘遂	陵泽
龙胆	陵游
车前草	陵舄
甘遂	陵藁
蓬（藟）	陵（藟）
蜗牛	陵螺
蛞蝓	陵蠡
凌霄花	陵霄花
夹蛇龟	陵龟
铅丹	陶丹
鹧鸪	隋阳
胡枝子	随军茶
香蒲	随手香
穿山甲	随碱片
诃子	随风子
菜豆	隐元豆
荠苨苗	隐忍
山苦英	隐血丹
鼹鼠	隐鼠
荔枝草	隔冬青
莎草	隔夜抽
大泡通	隔子通
大狼毒	隔山堆
隔山消	隔山牛皮消
土瓜狼毒	隔山龙
白花丹	隔布草
海芋	隔河仙
落葱	隔葱
铅丹	障丹
相思子	难丹真珠
黄锁梅根	雀不钻
了哥王	雀仔麻
地锦草	雀儿卧单
白带草	雀儿菜
鸡屎藤	雀儿藤
小无心菜	雀儿蛋
胡颓子	雀儿酥
酢浆草	雀儿酸
雀瓮	雀儿饭瓮
猪仔笠	雀到珠
香附	雀头香
雀梅藤	雀梅酸
地梢瓜	雀瓜
萝藦	雀瓢
黄牛茶	雀笼木
川芎	雀脑芎
栀子花	雀舌花
田基黄	雀舌草
白丁香	雀苏
小巢菜	雀野豆
小巢菜	雀野豌豆
赤地榆	雀食地榆
芡实	雁喙实
芡实	雁头
穆子	雁爪稗
雁肪	雁脂
雁肪	雁膏
孤米	雁膳
麻柳果	雁鹅群
丁香	雄丁香
穿山龙	雄姜
白丁香	雄家雀粪
磁石	雄磁石
马甲子根	雄虎刺
扇蕨	雄过山
白丁香	雄雀矢
薯莨	雄黄七
石脑油	雄黄油
剪夏罗	雄黄花
白屈菜	雄黄草
虎杖	雄黄连
牡鼠粪	雄鼠粪
鸦葱	雅葱
醉鱼草	雉尾花
雉	雉鸡
肾蕨	雉鸡蛋
母丁香	雌丁香
东风菜	雌雄剑
毛贯众	雌鸡尾
铧尖草	雍菜癀
益母草	雏
孤米	雕孤
孤米	雕胡米
鼠	雕鼠
鮠鱼	雙
柽柳	雨丝
兔儿伞	雨伞菜
柽柳	雨师
独叶一枝花	雨流星草
蛇眼草	雨过天青
大叶金花草	雪仙草
金爪儿	雪公须
瑞香花	雪冻花
瑞香花	雪地开花
工布乌头	雪山一支蒿
北方点地梅	雪山点地梅
甜橙	雪柑
仙人球	雪球
白矾	雪矾
尖尾风	雪突
瑞香花	雪花
软皮树	雪花构
滇瑞香	雪花枸
冬凌草	雪花草
豆腐渣	雪花菜
锡叶藤	雪藤
哈士蟆	雪蛤
血盆草	雪见草
豌豆	雪豆
兔儿伞	雪里伞
小龙胆草	雪里梅
平地木	雪里珠
五爪金龙	雪里高
芥菜	雪里麒
（鱼令）鱼	雪鈴
松萝	雪风藤
羌活鱼	雪鱼
穞豆	零乌豆
珠芽半支	零余子佛甲草
珠芽半支	零余子景天
天葵草	雷丸草
粪箕笃	雷体嘴
蜘蛛香	雷公七
雷丸	雷公丸
香附	雷公头
鹰不扑	雷公木
山胡椒叶	雷公树叶
闹羊花	雷公花
水蜈蚣	雷公草
飞廉	雷公菜
盐蛇	雷公蛇
华山矾	雷公针
石莽草	雷公须
山胡椒根	雷公高
雷丸	雷实
香菇	雷惊蕈
算盘子	雷打柿
魔芋	雷星
柚	雷柚
梓木	雷电木
雷丸	雷矢
蛇附子	雷胆子
雷蘑	雷菌
绛梨木子	雷震子
王瓜	雹瓜
地膏药	雾水草
雷公藤	震龙根
干冬菜	霉干菜
地瓜藤	霜坡虎
白梅	霜梅
霜红藤	霜江藤
腹水草	霜里红
芙蓉花	霜降花
露兜竻花	露兜勒花
橹罟子	露兜子
露兜竻蔃	露兜筋根
点腺过路黄	露天过路黄
点腺过路黄	露天金钱草
王孙	露水一颗珠
王孙	露水珠
茅膏菜	露珠草
滇丁香	露球花
石刁柏	露笋
莼	露葵
抓地龙	霸天王
仙人掌	霸王
菝葜	霸王引
量天尺花	霸王花
兰花参	霸王草
小返魂	霸贝菜
扛板归	霹雳木
枪刀药	青丝线
倒生莲	青丝还阳
白丁香	青丹
槟榔	青仔
木蓝	青仔草
黑面神根	青凡木根
礜石	青分石
小果蔷薇基	青刺
小蓟	青刺蓟
大金刀	青卷莲
乌苏里瓦韦	青叶红
铧头草	青地黄瓜
蒿雀	青头雀
抽筋草	青姑草
莪术	青姜
芫青	青娘虫
橄榄	青子
宽筋藤	青宽筋藤
绿豆	青小豆
天仙藤	青木香藤
苍术	青术
亮菌	青杠钻
蓼大青叶	青板水辣蓼
橄榄	青果
橄榄核	青果核
青皮	青柑皮
青杠碗	青树碗
青杠碗	青树转
麻疯树	青桐木
残槁蔃	青桐胶
桑芽	青桑
桑芽	青桑头
青鱼	青棒
橄榄	青橄榄
青皮	青橘皮
檫树	青檫
茄子	青水茄
水蓑衣	青泽兰
青羊参	青洋参
黑面叶	青漆
青琅玕	青珠
荠节	青白苏
大粘药	青白麻叶
青鱼	青皖
芋叶	青皮叶
亮叶冬青	青皮子樵
矩形叶鼠刺	青皮柴
榈木	青皮树
网络鸡血藤	青皮活血
倒赤伞	青皮草
大青盐	青盐
水龙骨	青石莲
白毛夏枯草	青石藤
水龙骨	青石蚕
绿矾	青矾
青稞	青稞麦
竹叶青	青竹丝
小紫含笑	青竹兰
竹茹	青竹茹
射尿蛎	青竹蜴
水龙骨	青筋
玉竹	青粘
野靛青	青红线
朱砂根	青红草
青黛	青缸花
麻蕡	青羊
蒟酱叶	青老叶
鸭跖草	青耳环花
伽蓝菜	青背天葵
胡桃青皮	青胡桃皮
雷蘑	青腿子
天水蚁草	青节草
荷莲豆菜	青芳草
细叶小羽藓	青苔
藿香	青茎薄荷
雨韭	青茨菇花
药酱	青药
蒟酱叶	青药叶
铁箍散	青菜参
蘋	青萍
麻蕡	青葛
药酱	青蒌
大蒜	青蒜
石柑子	青蒲芦茶
青蒿蠹虫	青蒿虫
青蒿蠹虫	青蒿蛀虫
乌毛蕨贯众	青蕨倪
小青藤香	青藤细辛
芫青	青虫
地胆	青虹
狗肝菜	青蛇仔
大伸筋草	青蛇勒公
苦石莲	青蛇子
荔枝草	青蛙草
竹叶青	青蛙蛇
青黛	青蛤粉
地胆	青蟊
地胆	青蟾
胡麻叶	青襄
水龙骨	青豆梗
榈木	青豆风柴
铅	青金
杠香藤	青钩藤
铅	青铅
青藤	青防己
桑扈	青雀
小蓟	青青菜
蓝靛	青靛
青头菌	青面子
青头菌	青面子菌
大沙叶	青风木
青藤	青风藤
瓦草	青骨藤
鳗鲡鱼	青鳝
莺	青鸟
青蛙	青鸡
苘麻	青麻
苘麻子	青麻子
蓝实	青黛实
榈木	青龙捆地
千里光	青龙梗
水团花	青龙珠
捆仙丝	青龙筋
万年青	青龙胆
万年青叶	青龙胆叶
女儿红根	青龙草
五叶壁藤	青龙藤
曾青	青龙血
胡桃青皮	青龙衣
白鸡屎藤	青龙跌打
柳根	青龙须
南板蓝叶	靛叶
青黛	靛沫花
青黛	靛花
蓝靛	靛青
蓼大青叶	靛青叶
板蓝根	靛青根
青黛	靛青花
荠菜	靡草
马面鲀	面包鱼
象皮木	面条树
麦瓶草	面条菜
面根藤	面根草
苯菜	靥子菜
露蜂房	革蜂窠
比目鱼	鞋底鱼
鸡爪芋	鞋板芋
鼠妇	鞋板虫
带鱼	鞭鱼
鸡盹草	韦氏苍耳七
量天尺花	韦陀花
百合	韭番
韭子	韭菜仁
韭子	韭菜子
韭根	韭菜根
知母	韭逢
拳参	音腹
樟脑	韶脑
鸊鷉	顶
冰凉花	顶冰花
肉豆蔻	顶头肉
海螺	顶头螺
穿心草	顶心风
一箭球	顶珠草
蔓胡颓子	顶钟树
九头狮子草	项开口
凤庆鸡血藤	顺宁鸡血藤
马鞭草	顺捋草
土瓜狼毒	顺水石
芦根	顺江龙
陆英	顺筋枝
半边莲	顺风旗
代赭石	须丸
七层楼	须参
塘虱鱼	须手鲇
鸊鷉	须赢
海金沙草	须须药
琥珀	顿牟
八月札	预知子
鱣鱼	颊鱼
苹果	频婆
林檎	频婆果
苹果	频果
老鸦柿	颠和尚
螲蟷	颠蟷虫
海鹞鱼	颤鱼
穿根藤	风不动藤
三加皮	风党第
岩笋	风兰
玄明粉	风化消
铺地黍	风台草
水八角	风吹不动
草石蚕	风子草
望江南子	风寒豆
栗毛球	风栗壳
楮头红	风横斗草
驴耳风毛菊	风毛菊
狗牙花	风沙门
无风独摇草	风流草
刺沙蓬	风滚草
吊竹梅	风眼草
漆姑草	风米菜
防风	风肉
三角泡	风船葛
仙茅	风苔草
曼陀罗子	风茄果
洋金花	风茄花
香茅	风茅草
菱壳	风菱角
细叶马料梢	风血木
四叶草	风车草
夏至草	风轮草
赛番红花	风雨花
枫香寄生	风饭寄生
鳗鲡鱼	风鳗
洋金花	风麻花
阳桃	风鼓
青藤	风龙
蟑螂	飞
乌骚风	飞仙藤
水虾子草	飞凰草
旋覆花	飞天蕊
无爷藤	飞天藤
龙骨风	飞天蠄蟧
锯齿王	飞天锯
粪箕笃	飞天雷公
山杜仲	飞天驳
鸽	飞奴
松萝	飞山翅
走马风	飞山虎
飞廉	飞帘
飞廉	飞廉蒿
乌苏里瓦韦	飞惊草
大飞扬草	飞扬
兖州卷柏	飞扬蕨
青榨槭	飞故子
野木耳菜	飞机菜
土人参	飞来参
夏天无	飞来牡丹
马陆	飞炫虫
小草乌	飞燕草
鼺鼠	飞生
鼺鼠	飞生虫
鼺鼠	飞生鸟
节节花	飞疗草
小地扭	飞疗药
小九节铃	飞石莲
白毛蛇	飞线蜈蚣
护心胆	飞菜
菠菜	飞菱菜
抱树莲	飞蓬草
鼺鼠	飞虎
灯蛾	飞蛾
飞蛾树	飞蛾楠
对叉疗药	飞蛾草
爬树龙	飞蜈蚣
飞龙掌血	飞见血
飞廉	飞轻
抱树莲	飞连草
飞廉	飞雉
草豆蔻	飞雷子
鹊	飞驳鸟
文鳐鱼	飞鱼
鼺鼠	飞鸓
鸱头	飞鸱头
白鸡屎藤	飞龙接骨
飞龙掌血	飞龙斩血
菠菜	飞龙菜
螺靥草	飞龙鳞
菜蓟	食托菜蓟
水龙胆草根	食疙瘩
螳螂	食胱
樗叶花椒根	食茱萸根
茅膏菜	食虫草
蜂蜜	食蜜
饴糖	饬
车前草	饭匙草
土茯苓	饭团根
金刚藤头	饭巴坨
菝葜	饭巴铎
武靴藤	饭杓藤
赶风柴	饭汤叶
